,Unnamed: 0,Verb/Skill,Frequency,Grade,Subject
40,40,explain,7,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
41,41,confuse,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
42,42,deepen,3,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
43,43,establish,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
44,44,assign,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
45,45,select,3,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
46,46,generate,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
47,47,gain,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
48,48,correct,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
49,49,confirm,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
50,50,create,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
51,51,evaluate,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
52,52,monitor,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
53,53,annotate,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
54,54,understand,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
55,55,break,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
56,56,respond,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
57,57,hear,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
58,58,view,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
59,59,describe,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
60,60,compare,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
61,61,contrast,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
62,62,summarize,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
63,63,maintain,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
64,64,discuss,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
65,65,recognize,6,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
66,66,analyze,6,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
67,67,infer,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
68,68,undergo,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
69,69,rise,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
70,70,fall,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
71,71,intend,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
72,72,influence,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
73,73,contribute,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
74,74,achieve,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
75,75,compose,5,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
76,76,brainstorm,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
77,77,organize,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
78,78,revise,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
79,79,improve,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
80,80,add,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
81,81,delete,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
82,82,rearrange,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
83,83,verb,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
84,84,convey,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
85,85,coordinate,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
86,86,form,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
87,87,publish,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
88,88,request,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
89,89,engage,1,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
90,90,gather,2,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
0,0,develop,14,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
1,1,sustain,7,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
2,2,speak,15,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
3,3,think,9,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
4,4,listen,5,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
5,5,expect,13,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
6,6,interpret,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
7,7,ask,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
8,8,make,5,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
9,9,follow,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
10,10,give,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
11,11,include,16,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
12,12,employ,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
13,13,communicate,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
14,14,work,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
15,15,share,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
16,16,begin,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
17,17,read,10,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
18,18,spell,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
19,19,apply,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
20,20,decode,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
21,21,antepenultimate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
22,22,use,34,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
23,23,segment,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
24,24,combine,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
25,25,differentiate,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
26,26,base,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
27,27,demonstrate,4,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
28,28,mark,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
29,29,conjugate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
30,30,write,4,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
31,31,acquire,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
32,32,determine,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
33,33,mean,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
34,34,identify,6,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
35,35,explain,6,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
36,36,confuse,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
37,37,deepen,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
38,38,establish,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
39,39,assign,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
40,40,select,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
41,41,generate,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
42,42,gain,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
43,43,correct,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
44,44,confirm,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
45,45,create,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
46,46,support,4,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
47,47,evaluate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
48,48,monitor,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
49,49,annotate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
50,50,understand,3,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
51,51,break,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
52,52,respond,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
53,53,hear,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
54,54,view,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
55,55,describe,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
56,56,compare,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
57,57,contrast,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
58,58,summarize,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
59,59,maintain,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
60,60,discuss,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
61,61,recognize,5,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
62,62,analyze,9,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
63,63,infer,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
64,64,rise,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
65,65,fall,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
66,66,distinguish,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
67,67,know,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
68,68,act,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
69,69,intend,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
70,70,influence,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
71,71,contribute,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
72,72,achieve,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
73,73,examine,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
74,74,stereotype,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
75,75,anecdote,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
76,76,compose,5,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
77,77,brainstorm,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
78,78,organize,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
79,79,reflect,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
80,80,revise,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
81,81,improve,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
82,82,add,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
83,83,delete,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
84,84,rearrange,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
85,85,complete,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
86,86,verb,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
87,87,indicate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
88,88,subordinate,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
89,89,form,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
90,90,publish,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
91,91,convey,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
92,92,request,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
93,93,engage,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
94,94,clarify,1,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
95,95,gather,2,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
0,0,develop,14,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
1,1,sustain,7,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
2,2,speak,15,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
3,3,think,9,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
4,4,listen,5,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
5,5,expect,13,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
6,6,interpret,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
7,7,ask,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
8,8,clarify,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
9,9,respond,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
10,10,follow,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
11,11,give,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
12,12,include,15,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
13,13,employ,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
14,14,communicate,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
15,15,participate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
16,16,lead,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
17,17,elicit,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
18,18,consider,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
19,19,take,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
20,20,identify,5,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
21,21,begin,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
22,22,read,9,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
23,23,spell,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
24,24,apply,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
25,25,differentiate,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
26,26,confuse,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
27,27,decode,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
28,28,antepenultimate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
29,29,use,32,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
30,30,demonstrate,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
31,31,mark,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
32,32,conjugate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
33,33,write,6,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
34,34,acquire,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
35,35,determine,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
36,36,derive,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
37,37,adjust,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
38,38,base,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
39,39,deepen,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
40,40,establish,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
41,41,assign,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
42,42,select,4,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
43,43,generate,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
44,44,gain,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
45,45,make,4,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
46,46,correct,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
47,47,confirm,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
48,48,create,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
49,49,support,4,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
50,50,evaluate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
51,51,monitor,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
52,52,annotate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
53,53,understand,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
54,54,break,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
55,55,hear,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
56,56,view,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
57,57,describe,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
58,58,compare,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
59,59,summarize,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
60,60,maintain,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
61,61,discuss,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
62,62,reflect,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
63,63,present,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
64,64,recognize,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
65,65,analyze,15,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
66,66,infer,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
67,67,rise,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
68,68,fall,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
69,69,control,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
70,70,explain,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
71,71,intend,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
72,72,influence,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
73,73,contribute,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
74,74,achieve,3,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
75,75,compose,5,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
76,76,organize,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
77,77,revise,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
78,78,complete,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
79,79,verb,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
80,80,subordinate,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
81,81,form,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
82,82,publish,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
83,83,convey,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
84,84,register,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
85,85,request,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
86,86,engage,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
87,87,guide,2,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
88,88,refine,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
89,89,gather,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
90,90,examine,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
91,91,display,1,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
